"고객번호","이용금액14_1","이용금액14_2","이용금액14_3","이용금액14_4","이용금액15_1","이용금액15_2","이용금액15_3","이용금액15_4","고객구분"
"05194",13858196,6583023,2070018,25129228,3777907,7285280,6885210,8563177,"1"
"05195",4534528,6441822,6325140,17686709,7227750,6106375,12540755,9934315,"0"
"05196",2063632,3260046,2833722,3608839,3815465,5599151,4680698,2518615,"0"
"05197",139463,256947,1162770,1411486,1299520,896406,1155172,1180866,"0"
"05198",1086774,1413203,2024605,1342411,1874319,2380260,1873146,1531671,"0"
"05200",3281134,1687637,2140782,2823546,2231901,1670082,2251842,3077575,"1"
"05201",2529785,2012073,2927574,2350257,1686390,904671,1267249,588071,"1"
"05202",37013985,34774251,31111600,34795342,23595093,21738926,19813447,34252292,"1"
"05203",17987613,15388230,9839859,15205444,9866664,7368076,6238743,11898442,"1"
"05204",1421848,1601576,5393683,1836506,1378941,1899125,2546850,1908214,"0"
"05205",21650451,16690624,11032587,7739620,456972,9135502,4663221,226189,"1"
"05206",2679580,2059378,1837268,958747,3064810,3407712,2714303,2041457,"0"
"05207",2833831,6798748,7908937,9756276,6939793,8799238,6168047,5935234,"0"
"05208",5311448,5589806,3719189,5007870,1837184,77267,344113,1129877,"1"
"05209",4383712,2694534,4691707,4756985,6026682,5742430,4557777,4297993,"0"
"05210",3135136,1536766,3140201,3704167,2840385,5571321,2926856,5461168,"0"
"05211",13081340,10654410,7701297,5478957,4021146,6739862,5426369,7956281,"1"
"05212",2180607,1149737,1516240,1975728,1497880,1466938,1526105,1171230,"1"
"05213",12107584,6890260,11603054,5768525,5911745,11425099,12749345,6632526,"1"
"05214",127012,2258445,2074937,950249,166171,1825018,2108332,1684211,"0"
"05215",5191780,5642316,7345317,7351844,7590475,9780675,7699075,4595554,"0"
"05216",1533481,1838281,1549006,1386642,2936714,2278941,2407773,1660945,"0"
"05217",8671785,14472478,18265105,17250254,12856584,11077404,7520419,3670427,"0"
"05218",3708391,1595548,2341160,1491876,2771010,3080246,5932676,3130103,"1"
"05219",2967081,5042458,21937642,5729284,15666102,27889334,11992683,2964470,"0"
"05220",782624,1237970,1107243,1965007,989558,1001427,1782365,2173634,"0"
"05221",1946071,1771129,2517520,1857072,2365126,1610482,1943971,1613716,"1"
"05222",2260514,2061645,3406550,1125233,1695350,2098648,2972122,2441550,"1"
"05223",8057470,8257660,6916803,5103245,7137565,7926330,6276671,9130384,"1"
"05224",6806084,12252797,11337001,12924700,11115852,7533953,14619783,9735079,"0"
"05225",5205049,10039583,7013279,9418759,18149276,10825459,35638,26685,"0"
"05226",1866788,1736740,1624588,1593185,2120438,1934295,2595430,2201378,"0"
"05227",2074944,6335438,10196786,3980205,1853638,4856611,1486325,3986448,"0"
"05228",1471042,709037,3593215,1745415,7696429,3712783,8733949,10878309,"0"
"05229",994195,1010456,779946,1176062,1161976,1120455,2625932,1418901,"0"
"05230",691180,1063471,1301828,1232392,904505,1362899,1204013,716038,"0"
"05231",907748,738486,856171,809286,697832,1630974,1781033,1128371,"0"
"05232",4135337,2943649,3617709,3698805,3672667,2190643,5160818,1345889,"1"
"05233",2994021,2965456,2574362,2157783,1835470,2917793,4894217,7332161,"1"
"05234",928281,863876,1881256,956236,1791376,1191642,1690415,1555350,"0"
"05235",2415262,3388819,2488035,3005474,3401014,3482891,2325287,5127765,"0"
"05236",1673980,1226537,964889,1049602,405830,693786,1489864,811828,"1"
"05237",2582036,4555297,5161771,5422399,4452659,5241883,5861627,4735140,"0"
"05238",10834632,8618242,1540429,7204332,14161038,2614559,5483042,3136862,"1"
"05239",5552579,37337933,12618105,18122288,15305308,35690913,2552350,21786707,"0"
"05240",9395763,4733564,9995115,1894989,1325966,2475172,2137488,2470351,"1"
"05241",4188888,8126130,3302310,5284512,2806025,3332777,7373164,2575716,"1"
"05242",1305980,1673935,2092929,2395074,2200480,1506624,1978239,1745797,"0"
"05243",964851,1005429,1132799,939777,1094319,856429,1246242,1114057,"1"
"05244",2850924,1951859,2011824,2320791,2386185,2814250,1538027,1354214,"1"
"05245",1259976,1803553,1803231,1575116,1227460,987666,1450428,910506,"1"
"05246",3717815,5808341,4389593,6323870,4478868,3519912,5071268,3270887,"1"
"05247",1186252,2357945,1370672,1224442,1994012,996527,1756181,1034905,"1"
"05248",1249251,641892,957992,1531945,1528463,1830544,1095487,1012360,"0"
"05249",2615313,1723634,2027141,1312365,1545479,1140478,1019576,1913788,"1"
"05250",16309486,16455005,2447686,8663462,3031742,4944436,972719,9982103,"1"
"05251",3686279,2530701,2507415,2099176,1849225,1541324,1492953,2234620,"1"
"05252",2397917,1400128,2712246,1575996,2217489,1742768,2268088,2283853,"1"
"05253",2782460,2885055,3731981,1664101,1736350,2724348,3721357,2168401,"1"
"05254",1070189,1205766,1732205,633038,1158288,1421278,1349178,926372,"0"
"05255",2020484,1454656,2067850,1527373,1686750,1921939,1727581,1152458,"1"
"05256",4099608,7653969,4331597,8628103,9278257,6307505,6465006,8390710,"0"
"05257",1477898,1590797,1564193,1046390,1208822,1820454,1195320,1392897,"0"
"05258",3805665,2222755,2508175,2380216,2377361,1752081,2044344,2255626,"1"
"05259",1811592,1387418,1404098,1380140,1404774,2267107,1466506,1216477,"0"
"05260",5923867,3872803,8937884,5152768,8017263,4791312,3104138,2202406,"1"
"05261",2339556,3163375,4100336,6305334,5752669,5118072,10695616,14293535,"0"
"05262",1384972,743028,1633364,1307503,1893744,2124850,1577966,2267320,"0"
"05263",713633,674005,1045844,521745,720023,679663,1210224,639368,"1"
"05264",3200378,2670227,2807292,2744608,2891878,2367404,3039417,2957921,"1"
"05265",6955216,6097458,8230123,11550323,3934239,6816853,4397372,4675076,"1"
"05266",1694821,1967525,1741725,3832729,1627085,1589529,2773884,4433885,"1"
"05267",1167914,857233,2021182,1465257,987843,1879398,1369057,1379265,"0"
"05268",5461821,6877711,2915142,4244804,3467870,6658527,9175338,6371743,"0"
"05269",18147598,4855758,4645789,9881481,3666438,4579699,4591876,11610735,"1"
"05270",10453274,14342497,5813089,16710967,12646332,6876561,6457481,9909852,"1"
"05832",1221416,1630939,1869850,1462086,2508580,1532584,2295887,1064363,"0"
"05833",888419,575854,1080568,1454853,836731,2111130,855659,1361471,"0"
"05834",2527126,1737532,2644446,2273710,2124923,2330479,2713341,2754782,"1"
"05835",14199518,14415995,9151200,20281197,53406897,20728617,14071663,3188072,"0"
"05836",2132393,2489637,2902514,2001695,1797006,1884565,2397351,2032022,"1"
"05837",3147831,2888243,2730555,2430058,1743403,2587518,2258949,2006374,"1"
"05838",6404797,2308766,3011142,1522549,1850276,1631539,2241223,1463870,"1"
"05839",1889389,4140633,1468510,3016276,5515121,5274691,23622087,6141480,"0"
"05840",1397873,2140656,2418540,2241924,2467081,3691960,4690117,2092577,"0"
"05841",3190637,3081900,4307380,1179677,636901,1438271,3978213,785813,"1"
"05842",9665844,15079634,8424949,10844520,3554295,8642328,3281957,13055710,"1"
"05843",749153,1149174,1343636,829904,941762,1704210,1461250,869019,"0"
"05844",1990884,1433469,2342259,1143381,1374487,1264680,2010586,560970,"1"
"05845",1207998,1027180,1533882,2032112,1225336,2880922,1873267,3079057,"0"
"05846",4392742,4611527,10684709,6256935,3802828,6682314,30364891,19694716,"0"
"05847",65571647,9004336,10178445,8187260,12708903,26481243,11720854,18203697,"1"
"05848",1880408,4178813,1705594,2622812,1277096,7865406,973168,2803950,"0"
"05849",1735391,1841636,1979880,2226648,1107665,1024291,1088048,699130,"1"
"05850",18655958,29953888,35024446,20447181,68264622,9482188,22507783,26740822,"1"
"05851",10215188,6004298,5938289,7765676,6075363,7039885,3500076,6634582,"1"
"05852",18198832,26914693,19021284,20127044,12918479,7918890,9748825,1640581,"1"
"05853",19022458,5078122,9161023,15703499,7069753,8247724,2199760,1300305,"1"
"05854",1740817,1091954,1055592,1043890,539342,517965,688171,628785,"1"
"05855",1555757,1868884,1132516,1259560,1614236,1967673,2795632,1140186,"0"
"05856",1159540,1154528,3070371,2091641,2588330,1275201,1967044,1787631,"0"
"05857",1117492,939185,1115405,754937,1111530,1240791,1527459,1230749,"0"
"05858",1592159,1459122,1912463,1681675,2748033,1719415,1201958,406291,"0"
"05859",929440,1426387,1399340,2356497,2001038,1532810,4066515,1743847,"0"
"05860",2673718,4340618,2387401,1334881,1819926,3509621,3864401,4532805,"0"
"05861",1516165,3434610,7705474,27454395,33412948,21100430,14502911,32259177,"0"
"05862",2224008,2584768,1969219,1628037,2039608,3172687,1838118,1400632,"0"
"05863",4979161,4291925,946406,3263902,2754659,2748397,3811556,9027507,"1"
"05864",399906,729424,443270,507390,741528,552394,710822,789933,"0"
"05865",2133515,2091816,2426171,2162878,4375078,9269372,4281007,2838186,"0"
"05866",1890656,1207406,878789,822996,1496479,1409503,1803250,2182525,"1"
"05867",4468846,4039895,3225336,922885,4226953,3784310,4245836,2855414,"1"
"05868",9638621,9330297,5966371,9021216,1871684,7048651,6182941,2063921,"1"
"05869",1423827,987902,1637657,1702690,2711157,1933255,2763597,2471237,"0"
"05870",4676513,11902263,5962636,11008832,7975656,8032899,3777475,6822278,"0"
"05871",2134385,1592513,1532996,1904257,1440916,2445245,2616582,1920481,"0"
"05872",16674646,50667612,22352469,32208415,21414393,13783212,26792247,22624537,"1"
"05873",1674388,1763145,1728629,1201123,1724998,1200489,1662818,1310393,"1"
"05874",4641119,4397059,3536487,178148,2019216,31029,398343,357829,"1"
"05875",1444610,9679993,9989208,9052701,8154383,7840222,17479461,8056443,"0"
"05876",2739163,2440950,1848925,1934606,2063880,3480052,2449830,2385904,"0"
"05877",7195729,7477213,7780975,6664684,17866160,3455369,5116164,6618859,"1"
"05878",6978632,8729051,18540260,8384753,9172153,24097819,6786267,5983900,"0"
"05879",2937279,2325350,2096266,2070457,2324218,2697330,2537778,2154450,"1"
"05880",1124809,1276304,1569625,1375755,1676082,3076542,1657670,2060921,"0"
"05881",9324322,27441546,19092486,11677492,7848700,36710078,6710532,7249663,"0"
"05882",1010744,1714873,1983544,913689,835989,904062,1877890,459189,"1"
"05883",2476611,2174876,2252910,1569873,1957841,1577832,1709184,1305026,"1"
"05884",8518700,9070656,8174693,5054357,5294190,7018402,5999124,6836511,"1"
"05885",155122,1216131,4374159,2557979,7646647,4656156,3177224,1886845,"0"
"05886",6073431,4352063,3153229,2896573,11283005,6986411,7082209,11113956,"0"
"05887",1302521,1002398,922159,603472,444496,912217,628131,962596,"1"
"05888",1053480,1569182,466849,1186208,2054213,2763782,2423841,2845401,"0"
"05889",2822692,6282916,3747332,5460772,2471203,4376717,3342424,3461332,"0"
"05890",1111965,1157793,1404346,782906,1147873,1278615,1693763,1181969,"0"
"05891",7033684,6251628,6237674,9044830,10007162,6378446,5111276,5659801,"1"
"05892",2332754,2350587,1967892,1978718,1989977,1571947,1760853,2125613,"1"
"05893",4289969,916901,3391657,1241981,2082642,5042359,4421684,1916744,"0"
"05894",10385506,5280620,8488116,4708099,6142477,6253172,7530586,3462543,"1"
"05895",8155608,93673785,13338904,9188083,28824267,63734539,13778050,51563982,"0"
"05896",1550837,1649351,1827422,1312424,1697449,2187722,2277100,1601774,"0"
"05897",4728790,3993269,9749633,6782938,4423894,5386295,12359705,1454984,"0"
"05898",3447436,1812646,1924794,1208693,1722269,2073778,1495626,1557779,"1"
"05899",5671057,6124039,6094780,5531219,2974635,4420032,3866500,3754792,"1"
"05900",6472253,13830452,2590867,4378295,8035954,7951779,7072141,22176365,"0"
"05901",6078912,9760375,5047598,6736905,6203519,6685949,7724509,5404270,"0"
"05902",2053484,2613375,2179627,2443264,2178949,2731056,2114858,1315410,"0"
"05903",13090531,5129178,5464176,4288317,4687869,6500610,4095164,10344319,"1"
"05904",1548235,1893884,1469362,1221408,1256709,1193247,1495273,1265700,"1"
"05905",2655628,2014082,1878482,1436315,1876721,2152426,1126719,1105161,"1"
"05906",828635,510532,555456,657982,683675,951740,567873,703200,"0"
"05907",2583656,2400386,1627708,1256407,3038361,819069,867509,470747,"1"
"05908",608356,959821,868356,677139,846898,987280,1383973,928666,"0"
"05909",7043271,9264974,9483832,8046120,10145363,8519798,8072596,6786759,"0"
"05910",768182,2558636,2280162,2374370,559811,569998,820163,659271,"1"
"05911",9146229,12903529,13860301,5259566,3830794,3202941,3477231,2994635,"1"
"05912",1083072,958919,1222550,1559435,1394344,1709020,1207756,908453,"0"
"05913",4650984,1519725,2519870,1417321,2617673,2085009,5368474,1785443,"1"
"05914",4072317,2336897,5480194,3237605,4216565,2151772,6783068,3950891,"1"
"05915",8848709,13174754,8915833,9427659,6450793,9236660,11709932,10353420,"0"
"05916",2636149,89383652,34070448,19867570,2340956,61369810,36403703,12266858,"0"
"05917",4217283,3907988,2367383,4612268,3585810,4599837,4368656,4443276,"0"
"05918",2200646,2952953,2997565,2895107,3394298,2722477,1806599,3333500,"0"
"05919",7442637,10438755,4703411,5368995,4426911,9786628,6051741,9422493,"0"
"05920",1231306,1090398,1621138,1040385,1259361,2174886,2242114,1137504,"0"
"05921",1788706,1552920,1912870,817762,1338417,1653862,2069369,1088028,"1"
"05922",12794686,6905904,7861417,15578620,13156399,13154300,6107014,10719248,"0"
"05924",9743701,12057353,9585393,9257037,16118428,2543383,2239813,14946818,"1"
"05925",3861912,1831349,3380648,3675746,2890914,3510202,3657694,2461515,"1"
"05926",601062,1026124,1335959,940982,977700,924044,1409915,647825,"0"
"05927",6871108,13162289,6266857,1669858,7550787,17064279,7296333,9969089,"0"
"05928",1408570,2250216,2008289,1499447,1088743,1470878,1730364,1152974,"0"
"05929",1778228,1845066,2189012,2058322,2504392,2177342,2116381,1768609,"0"
"05930",3687287,6645186,3207507,5917762,13432178,6161412,9280503,21543658,"0"
"05931",1782640,1394937,1946914,1684853,1743850,1518789,16765262,1627675,"1"
"05932",2421233,3184048,2086332,6088812,9100418,8119275,5473857,7447001,"0"
"05933",1759475,1402824,2698136,1435659,1569598,1335495,1492308,1060744,"1"
"05934",34663155,11708697,3976463,5701303,9030210,8245118,4413199,40961453,"1"
"05935",1601880,1901188,2053197,1545953,1993092,1990313,2189105,1925462,"0"
"05936",5160615,6134636,5146765,8947235,9303940,8270267,11440071,6144126,"0"
"05937",3340743,2999951,2154969,4488788,1297418,1725481,1852068,3214022,"1"
"05938",13284994,22261103,12538550,5168865,1794581,10179288,16997275,18965357,"1"
"05939",2561366,7929627,4363814,21420918,6714357,19669836,6070460,13582860,"0"
"05940",2522476,1863943,2829863,1744875,1042478,4149229,2726056,1900915,"0"
"05941",1426341,1967943,2574647,1383656,1976743,2003910,2547842,1392741,"0"
"05942",10894740,9184521,8121415,8407916,10249505,8460352,5554768,3994949,"1"
"05943",4723414,4934286,5792326,4139601,4908766,4788663,5362619,3546067,"0"
"05944",46586672,14380125,14998644,21719351,27062573,65686850,52214693,18089721,"0"
"05945",4515645,2802595,2227506,3198840,2313706,2513561,2095071,1941250,"1"
"05946",7592034,20890540,40161289,161415,1096484,712574,604460,913662,"1"
"05947",45771903,50996925,18919165,34777177,21254067,52653410,49379447,26806635,"0"
"05948",27905431,34803504,28070196,19382296,26665755,21749678,28754064,41192863,"1"
"05949",162994,530775,1548219,1031045,785695,1444199,1408693,1132996,"0"
"05950",7323337,6686431,5854684,7911525,2568481,5180350,183231,132244,"1"
"05951",1364232,872418,701564,707867,453995,650619,1057470,728453,"1"
"05952",1210338,647539,875156,1288065,959459,866689,823452,555340,"1"
"05953",8904564,7080832,4902437,5697489,7767723,9276040,10189719,7212115,"0"
"05954",5284518,7119973,4168204,3440781,7802128,3694826,3570285,5536436,"1"
"05955",1544410,744659,1002686,800423,956757,900692,1972871,878678,"1"
"05956",44119438,68762854,1862482,21959708,33387939,51106439,31844902,111350788,"0"
"05957",11747656,15020169,12924070,9430358,7995561,7420869,5209923,8297960,"1"
"05958",853932,1458230,1146413,901867,1845216,801083,919804,774724,"1"
"05959",2787783,2870967,3724632,3584477,5044238,4775114,5035179,2598221,"0"
"05960",783926,2135355,3236389,2427050,4332372,4625558,4676244,2762651,"0"
"05961",1874316,2076935,2405517,1659586,1657212,1524297,1402904,916718,"1"
"05962",1224296,888031,1051619,916219,1248374,948905,738173,900039,"1"
"05963",13024086,5150069,7619445,6740300,4275027,6878534,5500472,2964776,"1"
"05964",1897094,1652952,1950363,1472340,2189940,1875926,2276786,2177803,"1"
"05965",55221955,49420099,47495176,44303067,44202833,42255801,39287872,30538364,"1"
"05966",5586317,2630877,3758725,4366796,5156884,4007348,9289572,2449707,"1"
"05967",19323331,18167279,15748366,28532798,13899105,21892929,15248442,15782982,"0"
"05968",2996528,1863546,2410674,2299389,2793301,3310453,4686350,6521477,"0"
"05969",1437413,1739500,2309783,1828898,1365464,1524412,2391092,1291504,"0"
"05970",6048363,15649009,4572360,6505858,5567645,15698474,5661365,11021199,"0"
"05971",7304853,5713004,7847049,7308227,7016548,6697206,4902863,8327336,"1"
"05972",1642542,1547692,2085767,1684709,2432991,2373858,1909414,1936124,"0"
"05973",3439125,2540717,3181714,2525464,2504519,1825755,2947363,979152,"1"
"05974",2198530,1602708,1687189,900183,1459147,703636,468151,648058,"1"
"05975",10000945,10793674,4912862,7005688,9037594,3267359,6842442,9582214,"1"
"05976",5316187,11053421,6645176,10530091,9254936,7789089,14451946,9099642,"0"
"05977",7707685,3845077,4459307,7542841,2255308,2790985,3390625,5344782,"1"
"05978",3804787,2391938,1507389,3678325,2901734,1216107,2278831,3242829,"1"
"05979",2581260,1071208,1961265,1550725,1794609,1959742,2377609,2818566,"1"
"05980",1797718,1274264,2584256,2331241,2650436,2285209,2364363,1652586,"0"
"05981",1990884,10551108,2415287,3969897,1504054,1615288,1904008,1272267,"1"
"05982",2081254,2118691,1848774,1574656,2160365,1440062,1305366,1033838,"1"
"05983",2122545,2961089,1548509,3799079,2279491,1425045,1593256,1457087,"1"
"05984",2990640,4429659,2439034,3868852,1947439,2279633,1785400,1953412,"1"
"05985",1243785,1325581,1280089,1256766,1002176,1437760,1172131,1418925,"0"
